count;word;hiragana;meaning;jlpt level
3497;憧れる;あこがれる;to long for,to yearn after,to admire;2
3498;足跡;あしあと;footprints;2
3499;味わう;あじわう;to taste,to savor,to relish;2
3500;預かる;あずかる;to keep in custody,to receive on deposit,to take charge of;2
3501;暖まる;あたたまる;to warm up,to get warm;2
3502;暖める;あたためる;to warm,to heat;2
3503;none;あたりまえ;usual,common,ordinary;2
3504;none;あひら;あひら;2
3505;none;あちらこちら;here and there;2
3506;厚かましい;あつかましい;impudent,shameless,brazen;2
3507;圧縮;あっしゅく;compression,condensation,pressure;2
3508;宛名;あてな;address,direction;2
3509;none;あてはまる;to be applicable,to come under (a category),to fulfill;2
3510;none;あてはめる;to apply,to adapt;2
3511;暴れる;あばれる;to act violently,to rage,to struggle,to be riotous;2
3512;脂;あぶら;fat,tallow,lard;2
3513;none;あぶる;to scorch;2
3514;none;あふれる;to flood,to overflow,to brim over;2
3515;雨戸;あまど;sliding storm door;2
3516;甘やかす;あまやかす;to pamper,to spoil;2
3517;余る;あまる;to remain,to be left over,to be in excess,to be too many;2
3518;編物;あみもの;knitting,web;2
3519;編む;あむ;to knit;2
3520;危うい;あやうい;dangerous,critical,grave;2
3521;怪しい;あやしい;suspicious,dubious,doubtful;2
3522;荒い;あらい;rough,rude,wild;2
3523;粗い;あらい;coarse,rough;2
3524;none;あらすじ;outline,summary;2
3525;争う;あらそう;to dispute,to argue,to be at variance,to compete;2
3526;改めて;あらためて;another time,again,over again,anew,formally;2
3527;改める;あらためる;to change,to alter,to reform,to revise;2
3528;著す;あらわす;to write,to publish;2
3529;有難い;ありがたい;grateful,thankful,welcome,appreciated,evoking gratitude;2
3530;在る;ある;to live,to be;2
3531;none;あれこれ;one thing or another,this and that,this or that;2
3532;none;あわただしい;busy,hurried,confused,flurried;2
3533;none;あわてる;to become confused;2
3534;安易;あんい;easy-going;2
3535;案外;あんがい;unexpectedly;2
3536;none;アンテナ;antenna;2
3537;言い出す;いいだす;to start talking,to speak,to tell,to propose,to suggest,to break the ice;2
3538;言い付ける;いいつける;to tell,to tell on (someone),to order;2
3539;意義;いぎ;meaning,significance;2
3540;生き生き;いきいき;vividly,lively;2
3541;none;いきなり;(uk) abruptly,suddenly,all of a sudden,without warning;2
3542;育児;いくじ;childcare,nursing,upbringing;2
3543;幾分;いくぶん;somewhat;2
3544;生け花;いけばな;(1) flower arrangement;2
3545;以後;いご;after this,from now on,hereafter,thereafter;2
3546;以降;いこう;on and after,hereafter,thereafter;2
3547;none;イコール;equal;2
3548;勇ましい;いさましい;brave,valiant,gallant,courageous;2
3549;衣食住;いしょくじゅう;necessities of life (food, clothing, etc.);2
3550;意地悪;いじわる;malicious,ill-tempered,unkind;2
3551;none;いちいち;one by one,separately;2
3552;一応;いちおう;once,tentatively,in outline,for the time being;2
3553;一段と;いちだんと;greater,more,further,still more;2
3554;一流;いちりゅう;first class,top grade,foremost,top-notch;2
3555;佚;いつ;be lost,peace,hide,mistake,beautiful,in turn;2
3556;一昨日;いっさくじつ;day before yesterday;2
3557;一昨年;いっさくねん;year before last;2
3558;一斉;いっせい;simultaneous,all at once;2
3559;一旦;いったん;once,for a moment,one morning,temporarily;2
3560;一定;いってい;fixed,settled,definite;2
3564;none;いつのまにか;before one knows,unnoticed,unawares;2
3565;移転;いてん;moving,transfer,demise;2
3566;井戸;いど;water well;2
3567;緯度;いど;latitude (nav.);2
3568;従姉妹;いとこ;cousin (female);2
3569;威張る;いばる;to be proud,to swagger;2
3570;嫌がる;いやがる;to hate,to dislike;2
3571;none;いよいよ;more and more,all the more,increasingly,at last,beyond doubt;2
3572;煎る;いる;to parch,to fry;2
3573;none;炒る;いる;2
3574;入れ物;いれもの;container,case,receptacle;2
3575;none;インキ;ink;2
3576;none;インタビュー;interview;2
3577;引力;いんりょく;gravity;2
3578;none;ウーマン;woman;2
3579;none;ウール;wool;2
3580;none;ウエートレス;waitress;2
3581;植木;うえき;garden shrubs,trees,potted plant;2
3582;飢える;うえる;to starve;2
3583;浮ぶ;うかぶ;to float,to rise to surface,to come to mind;2
3584;浮かべる;うかべる;to float,to express,to look (sad, glad);2
3585;浮く;うく;to float,to become merry,to become loose;2
3586;承る;うけたまわる;(hum) to hear,to be told,to know;2
3587;受取;うけとり;receipt;2
3588;受け持つ;うけもつ;to take (be in) charge of;2
3589;薄暗い;うすぐらい;dim,gloomy;2
3590;薄める;うすめる;to dilute,to water down;2
3591;打合せ;うちあわせ;business meeting,previous arrangement,appointment;2
3592;打ち消す;うちけす;to deny,to negate,to contradict;2
3593;討つ;うつ;to attack,to avenge;2
3594;none;うっかり;carelessly,thoughtlessly,inadvertently;2
3595;映す;うつす;to project,to reflect,to cast (shadow);2
3596;写る;うつる;to be photographed,to be projected;2
3597;映る;うつる;to be reflected,to harmonize with,to come out (photo);2
3598;none;うどん;noodles (Japanese);2
3599;有無;うむ;yes or no,existence,flag indicator (comp),presence or absence marker;2
3600;埋める;うめる;to bury,to fill up,to fill (a seat, a vacant position);2
3601;敬う;うやまう;to show respect,to honour;2
3602;裏返す;うらがえす;to turn inside out,to turn (something) over;2
3603;裏口;うらぐち;backdoor,rear entrance;2
3604;占う;うらなう;to forecast,to predict;2
3605;恨み;うらみ;resentment;2
3606;恨む;うらむ;to curse,to feel bitter;2
3607;羨ましい;うらやましい;envious,enviable;2
3608;羨む;うらやむ;to envy;2
3609;売上;うりあげ;amount sold,proceeds;2
3610;売り切れ;うりきれ;sold-out;2
3611;売り切れる;うりきれる;to be sold out;2
3612;売行き;うれゆき;sales;2
3613;none;うろうろ;loiteringly,aimless wandering;2
3614;運河;うんが;canal,waterway;2
3615;none;うんと;a great deal,very much;2
3616;英文;えいぶん;sentence in English;2
3617;英和;えいわ;English-Japanese (e.g. dictionary);2
3618;none;ええと;let me see,well,er....;2
3619;液体;えきたい;liquid,fluid;2
3620;none;エチケット;etiquette;2
3621;絵の具;えのぐ;colors,paints;2
3622;none;エプロン;apron;2
3623;偉い;えらい;great,celebrated,eminent,terrible,awful,famous,remarkable,excellent;2
3624;宴会;えんかい;party,banquet;2
3625;園芸;えんげい;horticulture,gardening;2
3626;演劇;えんげき;play (theatrical);2
3627;円周;えんしゅう;circumference;2
3628;遠足;えんそく;trip,hike,picnic;2
3629;延長;えんちょう;extension,elongation,prolongation,lengthening;2
3630;煙突;えんとつ;chimney;2
3631;追い掛ける;おいかける;to chase or run after someone,to run down,to pursue;2
3632;追い越す;おいこす;to pass (e.g. car),to outdistance,to outstrip;2
3633;none;オイル;oil,engine oil,kerosene;2
3634;応援;おうえん;aid,assistance,help,reinforcement;2
3635;王女;おうじょ;princess;2
3636;応ずる;おうずる;to answer,to respond,to meet,to satisfy,to accept;2
3637;応接;おうせつ;reception;2
3638;応対;おうたい;receiving,dealing with;2
3639;往復;おうふく;(col) round trip,coming and going,return ticket;2
3640;欧米;おうべい;Europe and America,the West;2
3641;応用;おうよう;application,put to practical use;2
3642;none;オーケストラ;orchestra;2
3643;none;おおざっぱ;rough (not precise),broad,sketchy;2
3644;大通り;おおどおり;main street;2
3645;none;オートメーション;automation;2
3647;大凡;おおよそ;about,roughly,as a rule,approximately;2
3648;お帰り;おかえり;return,welcome;2
3650;none;おかげさまで;Thanks to god,thanks to you;2
3651;none;おかず;side dish,accompaniment for rice dishes;2
3652;拝む;おがむ;to worship,to beg,to make a supplication;2
3653;お代わり;おかわり;second helping,another cup;2
3654;補う;おぎなう;to compensate for;2
3656;屋外;おくがい;outdoors;2
3657;none;おくさん;(hon) wife,your wife,madam;2
3658;送り仮名;おくりがな;part of word written in kana;2
3660;怠る;おこたる;to neglect,to be off guard,to be feeling better;2
3661;押える;おさえる;to stop,to restrain,to seize,to repress,to suppress,to press down;2
3662;none;おさきに;before,ahead,previously;2
3663;納める;おさめる;to obtain,to reap,to pay,to supply,to accept;2
3664;治める;おさめる;(1) to govern,to manage,(2) to subdue;2
3665;惜しい;おしい;regrettable,disappointing,precious;2
3666;御辞儀;おじぎ;bow;2
3667;伯父さん;おじさん;middle-aged gentleman,uncle;2
3668;小父さん;おじさん;middle-aged gentleman,uncle;2
3669;叔父さん;おじさん;middle-aged gentleman,uncle;2
3670;none;おしゃれ;smartly dressed,someone smartly dressed,fashion-conscious;2
3671;none;おじゃまします;Excuse me for disturbing you;2
3672;教わる;おそわる;to be taught;2
3673;none;おだいじに;Take care of yourself;2
3674;落着く;おちつく;to calm down,to settle down;2
3675;御手洗;おてあらい;font of purifying water placed at entrance of shrine;2
3676;none;お出掛け;おでかけ;2
3677;お手伝いさん;おてつだいさん;maid;2
3678;none;おどかす;to threaten,to coerce;2
3679;落し物;おとしもの;lost property;2
3680;none;おととい;day before yesterday;2
3681;none;おととし;year before last;2
3682;none;おとなしい;obedient,docile,quiet;2
3683;驚かす;おどろかす;to surprise,to frighten,to create a stir;2
3684;none;おねがいします;please;2
3685;各々;おのおの;each,every,either,respectively,severally;2
3686;伯母さん;おばさん;(hon) aunt;2
3687;叔母さん;おばさん;(1) aunt,(2) middle-aged lady;2
3688;none;おはよう;(abbr) Good morning;2
3689;お参り;おまいり;worship,shrine visit;2
3690;none;おまたせしました;Sorry to have kept you waiting;2
3691;none;おまちください;Please wait a moment;2
3692;none;おまちどおさま;Sorry to have kept you waiting;2
3693;none;おめでたい;happy event,matter for congratulation,auspicious event,pregnancy;2
3694;思い掛けない;おもいがけない;unexpected,casual;2
3695;思い込む;おもいこむ;to be under impression that,to be convinced that;2
3696;none;思いっ切り;おもいっきり;2
3697;思い付く;おもいつく;to think of,to hit upon;2
3698;重たい;おもたい;heavy,massive,serious;2
3699;none;おやすみ;(1) holiday,absence,rest,(2) (exp) Good night;2
3700;none;おやつ;(1) between meal snack,afternoon refreshment;2
3701;親指;おやゆび;thumb;2
3702;none;オルガン;organ;2
3703;卸す;おろす;to sell wholesale,grated (vegetables);2
3704;恩恵;おんけい;grace,favor,blessing,benefit;2
3705;温室;おんしつ;greenhouse;2
3706;温泉;おんせん;spa,hot spring,onsen;2
3707;温帯;おんたい;temperate zone;2
3708;御中;おんちゅう;and Company,Messrs.;2
3709;女の人;おんなのひと;woman;2
3710;蚊;か;mosquito;2
3711;none;カーブ;(1) curve,(2) curve ball (baseball);2
3712;貝;かい;shell,shellfish;2
3713;開会;かいかい;opening of a meeting;2
3714;会館;かいかん;meeting hall,assembly hall;2
3715;改札;かいさつ;examination of tickets;2
3716;解散;かいさん;breakup,dissolution;2
3717;海水浴;かいすいよく;sea bathing,seawater bath;2
3718;回数;かいすう;number of times,frequency;2
3719;回数券;かいすうけん;book of tickets;2
3720;改正;かいせい;revision,amendment,alteration;2
3721;快晴;かいせい;good weather;2
3722;解説;かいせつ;explanation,commentary;2
3723;改造;かいぞう;(1) remodeling,(2) modding (comp);2
3724;開通;かいつう;opening,open;2
3725;回転;かいてん;rotation,revolution,turning;2
3726;解答;かいとう;answer,solution;2
3727;回答;かいとう;reply,answer;2
3728;外部;がいぶ;the outside,external;2
3729;解放;かいほう;release,liberation,emancipation;2
3730;開放;かいほう;open,throw open,liberalization;2
3731;海洋;かいよう;ocean;2
3732;概論;がいろん;intro,outline,general remarks;2
3733;帰す;かえす;to send back;2
3734;却って;かえって;on the contrary,rather,all the more,instead;2
3735;代える;かえる;to exchange,to interchange,to substitute,to replace;2
3736;反る;かえる;to warp,to be warped,to curve;2
3737;家屋;かおく;house,building;2
3738;係わる;かかわる;to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions);2
3739;書留;かきとめ;writing down,putting on record,recording,making a note of,registration (of mail);2
3740;書取;かきとり;dictation;2
3741;垣根;かきね;hedge;2
3742;掻く;かく;to scratch,to perspire;2
3743;嗅ぐ;かぐ;to sniff,to smell;2
3744;架空;かくう;aerial,overhead,fiction,fanciful;2
3745;各自;かくじ;individual,each;2
3746;拡充;かくじゅう;expansion;2
3747;学術;がくじゅつ;science,learning,scholarship;2
3748;各地;かくち;every place,various places;2
3749;拡張;かくちょう;expansion,extension,enlargement,escape (ESC);2
3750;角度;かくど;angle;2
3751;学年;がくねん;year in school,grade in school;2
3752;学部;がくぶ;department of a university,undergraduate;2
3753;格別;かくべつ;exceptional;2
3754;確率;かくりつ;probability;2
3755;学力;がくりょく;scholarship,knowledge,literary ability;2
3756;掛け算;かけざん;multiplication;2
3757;可決;かけつ;approval,adoption (e.g. motion, bill),passage;2
3758;火口;かこう;a burner,origin of a fire;2
3759;下降;かこう;downward,descent,fall,drop,subsidence;2
3760;重なる;かさなる;to be piled up,lie on top of one another,overlap each other;2
3761;重ねる;かさねる;to pile up,to put something on another,to heap up,to add,to repeat;2
3762;飾り;かざり;decoration;2
3763;火山;かざん;volcano;2
3764;none;かしこまりました;certainly!;2
3765;貸し出し;かしだし;lending,loaning;2
3766;過失;かしつ;error,blunder,accident;2
3767;果実;かじつ;fruit,nut,berry.;2
3768;貸間;かしま;room to let;2
3769;貸家;かしや;house for rent;2
3770;個所;かしょ;passage,place,point,part;2
3771;過剰;かじょう;excess,over-;2
3772;none;かじる;to chew,to bite (at),to gnaw,to nibble;2
3773;課税;かぜい;taxation;2
3774;下線;かせん;underline,underscore;2
3775;none;カセット;cassette (tape);2
3776;加速;かそく;acceleration;2
3777;加速度;かそくど;acceleration;2
3778;固い;かたい;stubborn,firm (not viscous or easily moved);2
3779;堅い;かたい;hard (esp. wood),steadfast,honorable,stuffy writing;2
3780;片仮名;かたかな;katakana;2
3781;片付く;かたづく;to put in order,to dispose of,to solve;2
3782;塊;かたまり;lump,mass,clod,cluster;2
3783;固まる;かたまる;to harden,to solidify,to become firm,to become certain;2
3784;片道;かたみち;one-way (trip);2
3785;傾く;かたむく;to incline toward,to slant,to lurch;2
3786;片寄る;かたよる;to be one-sided,to incline,to be partial;2
3787;学科;がっか;study subject,course of study;2
3788;学会;がっかい;scientific society,academic meeting;2
3789;楽器;がっき;musical instrument;2
3790;学級;がっきゅう;grade in school;2
3791;担ぐ;かつぐ;to shoulder,to carry on shoulder;2
3792;括弧;かっこ;parenthesis,brackets;2
3793;活字;かつじ;printing type;2
3794;活躍;かつやく;activity;2
3795;活力;かつりょく;vitality,energy;2
3796;仮定;かてい;assumption,supposition,hypothesis;2
3797;過程;かてい;process;2
3798;課程;かてい;course,curriculum;2
3799;仮名;かな;(n) alias,pseudonym,pen name;2
3800;仮名遣い;かなづかい;kana orthography,syllabary spelling;2
3801;鐘;かね;bell,chime;2
3802;加熱;かねつ;heating;2
3803;兼ねる;かねる;to hold (position),to serve,to be unable;2
3804;none;カバー;cover (ex. book);2
3805;過半数;かはんすう;majority;2
3806;被せる;かぶせる;to cover (with something);2
3807;釜;かま;iron pot,kettle;2
3808;紙屑;かみくず;wastepaper;2
3809;神様;かみさま;god;2
3810;剃刀;かみそり;razor;2
3811;none;ガム;chewing gum;2
3812;貨物;かもつ;cargo,freight;2
3813;none;かゆい;itchy,itching;2
3814;歌謡;かよう;song,ballad;2
3815;殻;から;shell,husk,hull,chaff;2
3816;none;カラー;collar,color,colour;2
3817;none;からかう;to ridicule,to tease,to banter with,to make fun of;2
3818;空っぽ;からっぽ;empty,vacant,hollow;2
3819;none;かるた;(n) playing cards (pt: carta);2
3820;枯れる;かれる;to wither,to die (plant),to be blasted (plant);2
3821;none;カロリー;calorie;2
3822;none;かわいがる;to love,to be affectionate;2
3823;乾かす;かわかす;to dry (clothes, etc.),to desiccate;2
3824;渇く;かわく;to be thirsty;2
3825;為替;かわせ;money order,exchange;2
3826;瓦;かわら;roof tile;2
3827;代る;かわる;(v5r,vi) to take the place of,to relieve,to be substituted for;2
3828;間隔;かんかく;space,interval,SPC;2
3829;換気;かんき;ventilation;2
3830;感激;かんげき;deep emotion,impression,inspiration;2
3831;none;関西;かんさい;2
3832;鑑賞;かんしょう;appreciation;2
3833;感ずる;かんずる;to feel,to sense;2
3834;間接;かんせつ;indirection,indirectness;2
3835;乾燥;かんそう;dry,arid,insipid,dehydrated;2
3836;感想;かんそう;impressions,thoughts;2
3837;観測;かんそく;observation;2
3838;寒帯;かんたい;frigid zone;2
3839;官庁;かんちょう;government office,authorities;2
3840;勘違い;かんちがい;misunderstanding,wrong guess;2
3841;缶詰;かんづめ;packing (in cans),canning,canned goods,tin can;2
3842;乾電池;かんでんち;dry cell,battery;2
3843;関東;かんとう;eastern half of Japan, including Tokyo;2
3844;観念;かんねん;(1) idea,notion,conception,(2) sense (e.g. of duty);2
3845;乾杯;かんぱい;toast (drink);2
3846;看板;かんばん;sign,signboard,doorplate,poster;2
3847;看病;かんびょう;nursing (a patient);2
3848;冠;かんむり;crown,diadem,first,best;2
3849;漢和;かんわ;Chinese Character-Japanese (e.g. dictionary);2
3850;気圧;きあつ;atmospheric pressure;2
3851;器械;きかい;instrument;2
3852;着替え;きがえ;changing clothes,change of clothes;2
3853;機関車;きかんしゃ;locomotive,engine;2
3854;飢饉;ききん;famine;2
3855;器具;きぐ;utensil;2
3856;期限;きげん;term,period;2
3857;記号;きごう;symbol,code;2
3858;刻む;きざむ;to mince,to carve,to engrave;2
3859;儀式;ぎしき;ceremony,rite,ritual,service;2
3860;基準;きじゅん;standard,basis,criteria,norm;2
3861;規準;きじゅん;standard,basis,criteria,norm;2
3862;起床;きしょう;rising,getting out of bed;2
3863;着せる;きせる;to put on clothes;2
3864;基礎;きそ;foundation,basis;2
3865;気体;きたい;vapour,gas;2
3866;基地;きち;base;2
3867;none;きっかけ;chance,start,cue,excuse;2
3868;none;ぎっしり;tightly,fully;2
3869;基盤;きばん;foundation,basis;2
3870;客席;きゃくせき;guest seating;2
3871;客間;きゃくま;parlor,guest room;2
3872;none;ギャング;gang;2
3873;none;キャンパス;campus;2
3874;休業;きゅうぎょう;closed (e.g. store),business suspended,shutdown,holiday;2
3875;休講;きゅうこう;lecture cancelled;2
3876;休息;きゅうそく;rest,relief,relaxation;2
3877;給与;きゅうよ;allowance,grant,supply;2
3878;休養;きゅうよう;rest,break,recreation;2
3879;清い;きよい;clear,pure,noble;2
3880;強化;きょうか;strengthen,intensify,reinforce,solidify;2
3881;境界;きょうかい;boundary;2
3882;行事;ぎょうじ;event,function;2
3883;恐縮;きょうしゅく;shame,very kind of you,sorry to trouble;2
3884;教養;きょうよう;culture,education,refinement,cultivation;2
3885;行列;ぎょうれつ;(1) line,procession,(2) matrix (math);2
3886;漁業;ぎょぎょう;fishing (industry);2
3887;曲線;きょくせん;curve;2
3888;規律;きりつ;order,rules,law;2
3889;斬る;きる;(v5r) to behead,to murder;2
3890;気を付ける;きをつける;to be careful,to pay attention,to take care;2
3891;金魚;きんぎょ;goldfish;2
3892;区域;くいき;limits,boundary,domain,zone,sphere,territory;2
3893;偶数;ぐうすう;even number;2
3894;空想;くうそう;daydream,fantasy,fancy,vision;2
3895;空中;くうちゅう;sky,air;2
3896;none;クーラー;cooler,air conditioner;2
3897;釘;くぎ;nail;2
3898;区切る;くぎる;to punctuate,to cut off,to mark off,to stop,to put an end to;2
3899;櫛;くし;comb;2
3900;none;くしゃみ;sneeze;2
3901;苦情;くじょう;complaint,troubles,objection;2
3902;苦心;くしん;pain,trouble;2
3903;屑;くず;waste,scrap;2
3904;崩す;くずす;to destroy,to pull down,to make change (money);2
3905;薬指;くすりゆび;ring finger;2
3906;崩れる;くずれる;to collapse,to crumble;2
3907;砕く;くだく;to break,to smash;2
3908;砕ける;くだける;to break,to be broken;2
3909;none;くたびれる;to get tired,to wear out;2
3910;none;くだらない;good-for-nothing,stupid,trivial,worthless;2
3911;下る;くだる;to get down,to descend;2
3912;唇;くちびる;lips;2
3913;口紅;くちべに;lipstick;2
3914;none;くっつく;to adhere to,to keep close to;2
3915;none;くっつける;to attach;2
3916;none;くどい;verbose,importunate,heavy (taste);2
3917;句読点;くとうてん;punctuation marks;2
3918;配る;くばる;to distribute,to deliver;2
3919;工夫;くふう;labourer,worker;2
3920;区分;くぶん;division,section,classification;2
3921;組合せ;くみあわせ;combination;2
3922;組み立てる;くみたてる;to assemble,to set up,to construct;2
3923;汲む;くむ;(1) to draw (water),to dip,to scoop,to pump;2
3924;酌む;くむ;to serve sake;2
3925;悔しい;くやしい;regrettable,mortifying,vexing;2
3926;悔やむ;くやむ;to mourn;2
3927;none;クリーニング;cleaning,dry cleaning,laundry service;2
3928;none;くるむ;to be engulfed in,to be enveloped by,to wrap up;2
3929;none;くれぐれも;repeatedly,sincerely,earnestly;2
3930;none;咥える;くわえる;2
3931;郡;ぐん;country,district;2
3932;稽古;けいこ;practice,training,study;2
3933;敬語;けいご;honorific,term of respect;2
3934;蛍光灯;けいこうとう;fluorescent lamp,person who is slow to react;2
3935;形式;けいしき;form,formality,format,math expression;2
3936;継続;けいぞく;continuation;2
3937;毛糸;けいと;knitting wool;2
3938;経度;けいど;longitude;2
3939;系統;けいとう;system,family line,geological formation;2
3940;芸能;げいのう;public entertainment,accomplishments,attainments;2
3941;競馬;けいば;horse racing;2
3942;警備;けいび;defense,guard,policing,security;2
3943;形容詞;けいようし;true adjective;2
3944;形容動詞;けいようどうし;adjectival noun,quasi-adjective;2
3945;外科;げか;surgical department;2
3946;毛皮;けがわ;fur,skin,pelt;2
3947;激増;げきぞう;sudden increase;2
3948;下車;げしゃ;alighting,getting off;2
3949;下旬;げじゅん;month (last third of);2
3950;下水;げすい;drainage,sewage,ditch,gutter,sewerage;2
3951;削る;けずる;to cut down little by little,to take a percentage;2
3952;桁;けた;column,beam,digit;2
3953;下駄;げた;geta (Japanese footwear),wooden clogs;2
3954;血圧;けつあつ;blood pressure;2
3955;血液;けつえき;blood;2
3956;月給;げっきゅう;monthly salary;2
3957;傑作;けっさく;masterpiece,best work,boner,blunder;2
3958;月末;げつまつ;end of the month;2
3959;気配;けはい;indication,market trend,worry;2
3960;下品;げひん;vulgarity,meanness,indecency,coarseness;2
3961;煙い;けむい;smoky;2
3962;蹴る;ける;to kick;2
3963;none;けれど/けれども;but,however;2
3964;険しい;けわしい;inaccessible place,sharp eyes;2
3965;見学;けんがく;inspection,study by observation,field trip;2
3966;謙虚;けんきょ;modesty,humility;2
3967;原稿;げんこう;manuscript,copy;2
3968;原産;げんさん;place of origin,habitat;2
3969;原始;げんし;origin,primeval;2
3970;研修;けんしゅう;training;2
3971;厳重;げんじゅう;strict,rigour,severe,firm;2
3972;謙遜;けんそん;humble,humility,modesty;2
3973;県庁;けんちょう;prefectural office;2
3974;限度;げんど;limit,bounds;2
3975;現に;げんに;actually,really;2
3976;顕微鏡;けんびきょう;microscope;2
3977;原理;げんり;principle,theory,fundamental truth;2
3978;原料;げんりょう;raw materials;2
3979;碁;ご;Go (board game of capturing territory);2
3980;恋しい;こいしい;(1) dear,beloved,darling,(2) yearned for;2
3981;請う;こう;to ask,to request;2
3982;工員;こういん;factory worker;2
3983;強引;ごういん;overbearing,coercive,pushy,forcible,high-handed;2
3984;公害;こうがい;public nuisance,pollution;2
3985;高級;こうきゅう;high class,high grade;2
3986;公共;こうきょう;public,community,public service,society,communal;2
3987;工芸;こうげい;industrial arts;2
3988;孝行;こうこう;filial piety;2
3989;交差;こうさ;cross;2
3990;講師;こうし;lecturer;2
3991;工事;こうじ;construction work;2
3992;公式;こうしき;formula,formality,official;2
3993;口実;こうじつ;excuse;2
3994;こうして;こうして;thus;2
3995;校舎;こうしゃ;school building;2
3996;公衆;こうしゅう;the public;2
3997;香水;こうすい;perfume;2
3998;公正;こうせい;justice,fairness,impartiality;2
3999;功績;こうせき;achievements,merit,meritorious service,meritorious deed;2
4000;光線;こうせん;beam,light ray;2
4001;高層;こうそう;upper;2
4002;構造;こうぞう;structure,construction;2
4003;交替;こうたい;alternation,change,relief,relay,shift;2
4004;耕地;こうち;arable land;2
4005;交通機関;こうつうきかん;transportation facilities;2
4006;校庭;こうてい;campus;2
4007;肯定;こうてい;positive,affirmation;2
4008;高度;こうど;altitude,height,advanced;2
4009;高等;こうとう;high class,high grade;2
4010;合同;ごうどう;combination,incorporation,union,amalgamation;2
4011;後輩;こうはい;junior (at work or school);2
4012;公表;こうひょう;official announcement,proclamation;2
4013;鉱物;こうぶつ;mineral;2
4014;公務;こうむ;official business,public business;2
4015;項目;こうもく;item;2
4016;紅葉;こうよう;(1) (Japanese) maple;2
4017;合理;ごうり;rational;2
4018;交流;こうりゅう;alternating current,intercourse,(cultural) exchange,intermingling;2
4019;合流;ごうりゅう;confluence,union,linking up,merge;2
4020;効力;こうりょく;effect,efficacy,validity,potency;2
4021;超える;こえる;to exceed,to cross over,to cross;2
4022;none;コース;course;2
4023;none;コーラス;chorus;2
4024;焦がす;こがす;to burn,to scorch,to singe,to char;2
4025;国王;こくおう;king;2
4026;国籍;こくせき;nationality;2
4027;国立;こくりつ;national;2
4028;none;ごくろうさま;Thank you very much for your....;2
4029;焦げる;こげる;to burn,to be burned;2
4030;凍える;こごえる;to freeze,to be chilled,to be frozen;2
4031;心当たり;こころあたり;having some knowledge of,happening to know;2
4032;心得る;こころえる;to be informed,to have thorough knowledge;2
4033;腰掛け;こしかけ;seat,bench;2
4034;腰掛ける;こしかける;to sit (down);2
4035;五十音;ごじゅうおん;the Japanese syllabary;2
4036;胡椒;こしょう;pepper;2
4037;none;こしらえる;to make,to manufacture;2
4038;超す;こす;to cross,to pass,to tide over;2
4039;擦る;こする;to rub,to chafe,to file,to frost (glass),to strike (match);2
4041;個体;こたい;an individual;2
4042;御馳走;ごちそう;feast,treating (someone);2
4043;none;ごちそうさま;feast;2
4044;none;こちらこそ;it is I who should say so;2
4045;小遣い;こづかい;personal expenses,pocket money,spending money,incidental expenses,allowance;2
4046;none;コック;(1) cook (nl:),(2) tap,spigot,faucet,cock;2
4047;none;こっそり;stealthily,secretly;2
4048;古典;こてん;old book,classics,classic;2
4049;琴;こと;Koto (Japanese harp);2
4050;言付ける;ことづける;to send word,to send a message;2
4051;言葉遣い;ことばづかい;speech,expression,wording;2
4052;none;こないだ;the other day,lately,recently;2
4053;御無沙汰;ごぶさた;not writing or contacting for a while;2
4054;none;こぼす;to spill;2
4055;none;こぼれる;to overflow,to spill;2
4056;塵芥;ごみ;trash,rubbish;2
4057;none;ゴム;gum,rubber,eraser;2
4058;御免;ごめん;your pardon,declining (something),dismissal,permission;2
4059;none;ごめんください;May I come in?;2
4060;小指;こゆび;little finger;2
4061;none;こらえる;to bear,to stand,to endure,to put up with;2
4062;娯楽;ごらく;pleasure,amusement;2
4063;御覧;ごらん;(hon) look,inspection,try;2
4064;none;コレクション;(1) collection,(2) correction;2
4065;転がす;ころがす;to roll;2
4066;転がる;ころがる;to roll,to tumble;2
4067;紺;こん;navy blue,deep blue;2
4068;none;コンクール;contest (fr: concours);2
4069;none;コンクリート;concrete;2
4070;混合;こんごう;mixing,mixture;2
4071;none;コンセント;(1) consent,(2) concentric;2
4072;献立;こんだて;menu,program,schedule;2
4073;none;こんばんは;good evening;2
4074;none;サークル;circle,sports club (i.e. at a company);2
4075;在学;ざいがく;(enrolled) in school;2
4076;再三;さいさん;again and again,repeatedly;2
4077;祭日;さいじつ;national holiday,festival day;2
4078;催促;さいそく;request,demand,claim,urge (action),press for;2
4079;採点;さいてん;marking,grading,looking over;2
4080;災難;さいなん;calamity,misfortune;2
4081;裁縫;さいほう;sewing;2
4082;材木;ざいもく;lumber,timber;2
4083;none;サイレン;siren;2
4084;逆さ;さかさ;reverse,inversion,upside down;2
4085;逆様;さかさま;inversion,upside down;2
4086;捜す;さがす;to search,to seek,to look for;2
4087;遡る;さかのぼる;to go back,to go upstream,to make retroactive;2
4088;酒場;さかば;bar,bar-room;2
4089;none;さきおととい;two days before yesterday;2
4090;先程;さきほど;some time ago;2
4091;裂く;さく;to tear,to split;2
4092;索引;さくいん;index,indices;2
4093;作者;さくしゃ;author,authoress;2
4094;削除;さくじょ;elimination,cancellation,deletion,erasure;2
